DATA;ANO;TRIMESTRE;MES;DIRECAO;CONSIGNEE;CONSIGNEE_CNPJ;CONSIGNEE_TYPE;Classificacao Forwarder;FORWARDER;FORWARDER_CNPJ;FORWARDER_TYPE;Classificacao Notify;NOTIFY;NOTIFY_CNPJ;NOTIFY_RAIZ_CNPJ;NOTIFY_TYPE;SHIPPER;SHIPPER_CNPJ;SHIPPER_TYPE;CARRIER;MERCADORIA_NCM2;MERCADORIA_NCM4;CONTAINER;ORIGEM_TRADELANE;ORIGEM_COUNTRY;ORIGEM_PORTO;DESTINO_TRADELANE;DESTINO_COUNTRY;DESTINO_PORTO;TEUS;Negocios Com Craft 12M
25/09/2024;2024;1;MAI;IMPO;Aragão;73.164.085/0001-17;FORNECEDOR;Z;Câmara;30.259.874/0001-29;FORWARDER;Aparecida;Aparecida;76.814.239/0001-67;76.814.239;REAL DONO;Cardoso e Filhos;95.860.431/0001-34;REAL DONO;ONE;8 - DESCRIÇÃO NCM2;867 - DESCRIÇÃO NCM4;DRY;EUROPA;COREIA DO SUL;TAIPEI;ECSA;URUGUAI;RIO DE JANEIRO;1.69;SIM
21/02/2025;2025;3;JAN;EXPO;Fernandes;56.283.479/0001-75;REAL DONO;Z;Teixeira;30.497.285/0001-89;AGENTE;Alves Ltda.;Alves Ltda.;15.706.248/0001-40;15.706.248;AGENTE;Sá;35.814.709/0001-05;REAL DONO;EVERGREEN;74 - DESCRIÇÃO NCM2;7463 - DESCRIÇÃO NCM4;DRY;OCEANIA;TAIWAN;NINGBO;ASIA;URUGUAI;MONTEVIDEU;1.05;SIM
19/04/2025;2025;1;DEZ;EXPO;da Mata;03.692.481/0001-31;AGENTE;Moreira;Moraes e Filhos;04.382.975/0001-82;AGENTE;Rodrigues;Rodrigues;18.256.430/0001-34;18.256.430;FORNECEDOR;Almeida;14.802.769/0001-38;FORNECEDOR;ONE;38 - DESCRIÇÃO NCM2;3883 - DESCRIÇÃO NCM4;DRY;FAR EAST / JAP / SE ASIA;CHINA;TAIPEI;ASIA;EUA;SANTOS;1.43;SIM
05/10/2024;2024;1;AGO;IMPO;Caldeira;81.456.329/0001-63;FORNECEDOR;Costela Rocha - ME;Peixoto S.A.;87.914.532/0001-12;NVOCC;Carvalho Moura e Filhos;Carvalho Moura e Filhos;48.079.526/0001-35;48.079.526;REAL DONO;Camargo Sá - ME;93.685.021/0001-79;FORNECEDOR;COSCO;21 - DESCRIÇÃO NCM2;219 - DESCRIÇÃO NCM4;DRY;AMERICA DO NORTE;ITALIA;NINGBO;EUROPA;URUGUAI;BUENOS AIRES;1.58;NAO
27/04/2024;2024;3;JUL;EXPO;Moreira;82.017.693/0001-90;AGENTE;Dias;Casa Grande;65.398.724/0001-80;FORWARDER;Jesus;Jesus;76.309.428/0001-82;76.309.428;AGENTE;Fogaça;95.163.784/0001-85;FORNECEDOR;CMA CGM;31 - DESCRIÇÃO NCM2;3123 - DESCRIÇÃO NCM4;ISO;EUROPA;EUA;TAIPEI;ECSA;BRAZIL;MONTEVIDEU;0.4;NAO
09/08/2024;2024;2;SET;EXPO;Pastor;75.102.463/0001-63;AGENTE;Nunes Sales e Filhos;Mendes;75.826.013/0001-13;FORWARDER;Pimenta - EI;Pimenta - EI;98.761.230/0001-78;98.761.230;REAL DONO;Carvalho e Filhos;92.840.367/0001-31;REAL DONO;ONE;56 - DESCRIÇÃO NCM2;5678 - DESCRIÇÃO NCM4;OT;OCEANIA;ITALIA;BUSAN;ASIA;EUA;RIO DE JANEIRO;3.26;NAO
20/09/2024;2024;2;MAR;EXPO;da Rocha;32.410.678/0001-39;FORNECEDOR;Viana - EI;Mendes;53.927.610/0001-00;AGENTE;Câmara;Câmara;64.375.891/0001-43;64.375.891;AGENTE;Teixeira;54.398.617/0001-36;REAL DONO;EVERGREEN;96 - DESCRIÇÃO NCM2;9655 - DESCRIÇÃO NCM4;REF;AMERICA DO SUL;JAPAO;LOS ANGELES;AMERICA DO NORTE;BRAZIL;PARANAGUA;1.19;SIM
30/03/2024;2024;3;JUL;IMPO;Castro S/A;07.961.452/0001-89;AGENTE;Mendonça;Fernandes e Filhos;86.307.541/0001-82;FORWARDER;Pereira Mendonça S.A.;Pereira Mendonça S.A.;82.094.657/0001-20;82.094.657;FORNECEDOR;Ribeiro;17.360.982/0001-25;REAL DONO;ONE;61 - DESCRIÇÃO NCM2;6128 - DESCRIÇÃO NCM4;DRY;AMERICA DO NORTE;ITALIA;SHANGHAI;AMERICA DO NORTE;URUGUAI;RIO DE JANEIRO;1.36;NAO
04/11/2024;2024;3;ABR;IMPO;Cavalcanti - EI;72.306.498/0001-26;AGENTE;Nogueira S.A.;Cavalcanti;21.678.435/0001-60;FORWARDER;Lopes das Neves - EI;Lopes das Neves - EI;75.263.498/0001-84;75.263.498;AGENTE;Garcia;85.079.621/0001-65;FORNECEDOR;COSCO;18 - DESCRIÇÃO NCM2;1895 - DESCRIÇÃO NCM4;DRY;AMERICA DO SUL;CHINA;NINGBO;ASIA;ARGENTINA;BUENOS AIRES;0.15;NAO
23/09/2024;2024;4;JAN;IMPO;Sousa Novaes e Filhos;94.753.802/0001-16;AGENTE;Cirino;Lima;90.874.365/0001-38;FORWARDER;Silva;Silva;05.312.478/0001-70;5.312.478;FORNECEDOR;Pimenta Castro S.A.;63.529.481/0001-47;FORNECEDOR;HAPAG-LLOYD;8 - DESCRIÇÃO NCM2;896 - DESCRIÇÃO NCM4;ISO;AMERICA DO SUL;TAIWAN;BUSAN;ECSA;BRAZIL;MONTEVIDEU;2.04;NAO
10/03/2025;2025;1;JAN;EXPO;Pacheco;92.018.537/0001-05;FORNECEDOR;da Costa;Cirino Câmara Ltda.;86.497.250/0001-02;NVOCC;BCO;Santos Duarte - EI;82.317.509/0001-27;82.317.509;AGENTE;Martins Ferreira e Filhos;91.756.032/0001-77;REAL DONO;COSCO;67 - DESCRIÇÃO NCM2;6780 - DESCRIÇÃO NCM4;REF;AMERICA DO SUL;CHINA;TAIPEI;ECSA;EUA;RIO DE JANEIRO;2.45;NAO
16/02/2024;2024;1;NOV;EXPO;Cavalcanti Costela e Filhos;08.461.327/0001-72;FORNECEDOR;Cavalcante;Caldeira Martins - ME;30.782.416/0001-70;AGENTE;da Mata;da Mata;49.801.375/0001-40;49.801.375;AGENTE;Martins;58.620.439/0001-05;REAL DONO;YANG MING;84 - DESCRIÇÃO NCM2;8494 - DESCRIÇÃO NCM4;DRY;FAR EAST / JAP / SE ASIA;CHINA;LOS ANGELES;AMERICA DO NORTE;URUGUAI;RIO DE JANEIRO;1.77;SIM
13/05/2025;2025;2;JAN;EXPO;Souza;75.096.813/0001-26;FORNECEDOR;Viana;Albuquerque;27.145.938/0001-56;AGENTE;Silveira Moura Ltda.;Silveira Moura Ltda.;80.697.413/0001-06;80.697.413;AGENTE;Teixeira Pinto - ME;03.965.421/0001-45;REAL DONO;YANG MING;75 - DESCRIÇÃO NCM2;7562 - DESCRIÇÃO NCM4;ISO;EUROPA;COREIA DO SUL;SHANGHAI;ECSA;ARGENTINA;BUENOS AIRES;1.84;NAO
28/07/2025;2025;1;MAI;IMPO;Lopes;67.853.049/0001-68;AGENTE;Borges Ltda.;Mendonça;40.395.167/0001-13;AGENTE;Pacheco - ME;Pacheco - ME;28.354.096/0001-05;28.354.096;FORNECEDOR;Marques;30.487.952/0001-42;FORNECEDOR;MSC;36 - DESCRIÇÃO NCM2;367 - DESCRIÇÃO NCM4;ISO;FAR EAST / JAP / SE ASIA;ITALIA;SHANGHAI;AMERICA DO NORTE;EUA;ITAJAI;3.83;NAO
01/08/2025;2025;3;JAN;IMPO;Viana Ltda.;76.805.321/0001-25;REAL DONO;Freitas e Filhos;Fonseca;50.693.142/0001-50;AGENTE;Barbosa Porto e Filhos;Barbosa Porto e Filhos;52.618.490/0001-98;52.618.490;FORNECEDOR;da Cunha e Filhos;84.320.957/0001-05;FORNECEDOR;MSC;18 - DESCRIÇÃO NCM2;1848 - DESCRIÇÃO NCM4;DRY;AMERICA DO SUL;COREIA DO SUL;LOS ANGELES;EUROPA;URUGUAI;BUENOS AIRES;1.75;NAO
24/03/2024;2024;2;MAI;IMPO;Azevedo;13.249.680/0001-23;REAL DONO;da Rosa;da Conceição S/A;34.102.589/0001-50;FORWARDER;BCO;da Rosa;04.397.586/0001-20;4.397.586;AGENTE;Almeida Castro Ltda.;29.873.504/0001-06;REAL DONO;ONE;89 - DESCRIÇÃO NCM2;8922 - DESCRIÇÃO NCM4;FR;EUROPA;COREIA DO SUL;LOS ANGELES;ECSA;BRAZIL;ITAJAI;4.99;SIM
28/04/2025;2025;1;JUL;IMPO;Dias;27.084.561/0001-72;FORNECEDOR;da Mata;Farias - EI;24.850.397/0001-79;AGENTE;BCO;da Cunha;37.456.290/0001-92;37.456.290;REAL DONO;Fonseca;54.302.786/0001-20;REAL DONO;EVERGREEN;95 - DESCRIÇÃO NCM2;9570 - DESCRIÇÃO NCM4;DRY;FAR EAST / JAP / SE ASIA;JAPAO;HAMBURGO;ECSA;URUGUAI;RIO DE JANEIRO;1.56;NAO
11/07/2024;2024;1;ABR;EXPO;da Mota Cassiano e Filhos;49.078.652/0001-38;REAL DONO;Azevedo Sousa S.A.;das Neves;35.062.487/0001-11;AGENTE;Sousa da Cruz e Filhos;Sousa da Cruz e Filhos;04.267.815/0001-92;4.267.815;FORNECEDOR;Martins;90.834.761/0001-31;REAL DONO;MSC;99 - DESCRIÇÃO NCM2;997 - DESCRIÇÃO NCM4;FR;EUROPA;ITALIA;HAMBURGO;ECSA;EUA;PARANAGUA;2.55;SIM
13/12/2024;2024;4;NOV;IMPO;Marques Araújo S/A;60.527.438/0001-54;FORNECEDOR;Aragão S.A.;Pereira;35.749.682/0001-14;FORWARDER;Albuquerque Gomes e Filhos;Albuquerque Gomes e Filhos;19.352.786/0001-34;19.352.786;REAL DONO;Vieira;36.905.847/0001-62;FORNECEDOR;MAERSK LINE;59 - DESCRIÇÃO NCM2;591 - DESCRIÇÃO NCM4;OT;AMERICA DO NORTE;ALEMANHA;LOS ANGELES;EUROPA;EUA;ITAJAI;1.19;SIM
01/06/2024;2024;3;AGO;EXPO;Fogaça;90.348.567/0001-46;REAL DONO;das Neves - ME;Moreira - EI;95.360.148/0001-43;NVOCC;Guerra;Guerra;39.642.015/0001-99;39.642.015;REAL DONO;Gonçalves Cavalcanti S/A;81.964.507/0001-67;FORNECEDOR;MSC;39 - DESCRIÇÃO NCM2;3976 - DESCRIÇÃO NCM4;REF;AMERICA DO SUL;CHINA;NINGBO;ECSA;BRAZIL;BUENOS AIRES;1.63;SIM
22/03/2024;2024;2;MAI;EXPO;Pires;59.627.031/0001-10;FORNECEDOR;Ferreira Moraes S/A;Abreu;71.324.896/0001-02;AGENTE;Caldeira S.A.;Caldeira S.A.;62.348.195/0001-12;62.348.195;REAL DONO;Costela Farias Ltda.;24.361.905/0001-55;REAL DONO;CMA CGM;65 - DESCRIÇÃO NCM2;658 - DESCRIÇÃO NCM4;REF;FAR EAST / JAP / SE ASIA;ITALIA;NINGBO;ASIA;BRAZIL;BUENOS AIRES;4.56;SIM
09/05/2024;2024;1;AGO;EXPO;da Conceição;46.597.021/0001-37;REAL DONO;Z;Alves;78.032.456/0001-20;FORWARDER;Brito - ME;Brito - ME;69.541.023/0001-00;69.541.023;FORNECEDOR;Teixeira Almeida - ME;65.194.082/0001-06;REAL DONO;MAERSK LINE;61 - DESCRIÇÃO NCM2;614 - DESCRIÇÃO NCM4;OT;FAR EAST / JAP / SE ASIA;JAPAO;SHANGHAI;ECSA;ARGENTINA;RIO DE JANEIRO;3.01;NAO
07/04/2024;2024;1;MAR;EXPO;Costa Montenegro S/A;71.240.563/0001-03;FORNECEDOR;Cavalcante;Cavalcante da Mata - EI;56.710.294/0001-08;FORWARDER;Moraes Rezende Ltda.;Moraes Rezende Ltda.;54.312.809/0001-88;54.312.809;AGENTE;Ribeiro;30.264.958/0001-50;REAL DONO;HAPAG-LLOYD;96 - DESCRIÇÃO NCM2;9660 - DESCRIÇÃO NCM4;DRY;EUROPA;CHINA;SHANGHAI;EUROPA;URUGUAI;BUENOS AIRES;3.8;SIM
20/01/2025;2025;3;ABR;IMPO;Garcia S.A.;86.245.971/0001-17;FORNECEDOR;Garcia S/A;Lima;78.490.653/0001-93;NVOCC;Aragão;Aragão;60.185.723/0001-34;60.185.723;FORNECEDOR;Cirino Moraes S.A.;40.795.682/0001-90;REAL DONO;EVERGREEN;28 - DESCRIÇÃO NCM2;2855 - DESCRIÇÃO NCM4;DRY;OCEANIA;ITALIA;NINGBO;EUROPA;BRAZIL;MONTEVIDEU;1.01;SIM
27/04/2025;2025;3;JUN;IMPO;Teixeira e Filhos;52.714.830/0001-84;AGENTE;Aragão;Martins - ME;48.165.793/0001-25;AGENTE;da Rosa Gomes e Filhos;da Rosa Gomes e Filhos;34.910.265/0001-49;34.910.265;AGENTE;Correia - ME;13.059.276/0001-97;FORNECEDOR;MSC;47 - DESCRIÇÃO NCM2;4750 - DESCRIÇÃO NCM4;OT;FAR EAST / JAP / SE ASIA;TAIWAN;SHANGHAI;EUROPA;EUA;ITAJAI;2.25;SIM
12/04/2025;2025;1;SET;IMPO;Sampaio Ferreira S/A;13.062.487/0001-89;REAL DONO;Fernandes - ME;Almeida Souza Ltda.;12.049.536/0001-80;FORWARDER;Nunes;Nunes;24.163.907/0001-30;24.163.907;FORNECEDOR;Rios;25.367.481/0001-07;REAL DONO;YANG MING;61 - DESCRIÇÃO NCM2;6162 - DESCRIÇÃO NCM4;FR;OCEANIA;CHINA;TAIPEI;ASIA;BRAZIL;PARANAGUA;0.12;NAO
19/04/2025;2025;3;DEZ;IMPO;Duarte e Filhos;80.671.592/0001-02;AGENTE;Rezende;Costa Araújo Ltda.;81.746.593/0001-31;AGENTE;BCO;da Conceição Lopes - EI;30.571.648/0001-89;30.571.648;AGENTE;Macedo;13.529.604/0001-71;REAL DONO;CMA CGM;17 - DESCRIÇÃO NCM2;1756 - DESCRIÇÃO NCM4;REF;AMERICA DO NORTE;CHINA;SHANGHAI;ECSA;ARGENTINA;SANTOS;3.05;NAO
31/07/2024;2024;2;SET;IMPO;Fonseca Siqueira S/A;34.917.026/0001-10;FORNECEDOR;Z;Santos Pastor - ME;62.481.507/0001-61;NVOCC;Vieira Teixeira - EI;Vieira Teixeira - EI;83.750.462/0001-53;83.750.462;REAL DONO;Machado S.A.;54.913.786/0001-67;REAL DONO;MSC;26 - DESCRIÇÃO NCM2;2681 - DESCRIÇÃO NCM4;DRY;EUROPA;JAPAO;NINGBO;ASIA;ARGENTINA;PARANAGUA;4.62;NAO
26/11/2024;2024;2;AGO;EXPO;Pastor Brito - ME;28.594.106/0001-80;AGENTE;Z;Lopes;57.912.630/0001-50;AGENTE;Almeida;Almeida;24.518.309/0001-36;24.518.309;AGENTE;Pacheco S/A;24.103.697/0001-94;FORNECEDOR;COSCO;84 - DESCRIÇÃO NCM2;8469 - DESCRIÇÃO NCM4;DRY;FAR EAST / JAP / SE ASIA;ITALIA;SHANGHAI;ASIA;ALEMANHA;SANTOS;0.78;NAO
28/03/2025;2025;2;DEZ;EXPO;Cassiano - EI;37.605.942/0001-03;AGENTE;Cirino;Lima;34.820.671/0001-10;AGENTE;BCO;Carvalho Pacheco - EI;18.725.469/0001-53;18.725.469;AGENTE;Pires;98.137.065/0001-88;FORNECEDOR;YANG MING;43 - DESCRIÇÃO NCM2;4370 - DESCRIÇÃO NCM4;REF;OCEANIA;ALEMANHA;TAIPEI;ECSA;ARGENTINA;SANTOS;2.39;SIM
26/06/2025;2025;3;JUN;EXPO;da Conceição;19.673.852/0001-78;AGENTE;da Paz Aparecida e Filhos;Silva;13.079.458/0001-20;FORWARDER;da Paz;da Paz;07.236.184/0001-32;7.236.184;FORNECEDOR;Gomes;26.381.475/0001-69;REAL DONO;COSCO;83 - DESCRIÇÃO NCM2;8390 - DESCRIÇÃO NCM4;DRY;AMERICA DO SUL;ITALIA;TOKYO;ASIA;EUA;PARANAGUA;1.36;SIM
19/05/2025;2025;2;NOV;EXPO;Farias;06.432.859/0001-56;FORNECEDOR;Barbosa S/A;Aparecida e Filhos;40.257.831/0001-68;NVOCC;Correia;Correia;47.698.312/0001-84;47.698.312;REAL DONO;Lopes - EI;03.819.624/0001-23;REAL DONO;MAERSK LINE;67 - DESCRIÇÃO NCM2;6753 - DESCRIÇÃO NCM4;ISO;FAR EAST / JAP / SE ASIA;ALEMANHA;TOKYO;AMERICA DO NORTE;URUGUAI;SANTOS;1.98;SIM
10/11/2024;2024;2;MAR;IMPO;Mendonça;42.903.587/0001-99;AGENTE;da Conceição Vasconcelos - EI;Teixeira e Filhos;46.590.271/0001-45;FORWARDER;Cardoso - EI;Cardoso - EI;94.601.287/0001-59;94.601.287;FORNECEDOR;Siqueira;75.286.903/0001-80;FORNECEDOR;CMA CGM;11 - DESCRIÇÃO NCM2;1114 - DESCRIÇÃO NCM4;FR;AMERICA DO NORTE;EUA;NINGBO;EUROPA;EUA;RIO DE JANEIRO;2.84;NAO
28/05/2025;2025;3;SET;IMPO;Nogueira S.A.;24.687.590/0001-30;FORNECEDOR;Teixeira da Rocha - ME;das Neves;35.621.084/0001-65;AGENTE;BCO;Borges;46.027.831/0001-58;46.027.831;REAL DONO;Rocha - EI;71.293.465/0001-26;FORNECEDOR;HAPAG-LLOYD;48 - DESCRIÇÃO NCM2;4829 - DESCRIÇÃO NCM4;ISO;FAR EAST / JAP / SE ASIA;EUA;HAMBURGO;ASIA;BRAZIL;ITAJAI;1.71;SIM
07/05/2025;2025;2;JUN;EXPO;Moura;56.971.304/0001-50;REAL DONO;Pacheco S.A.;Ferreira - ME;45.813.760/0001-56;FORWARDER;Fogaça;Fogaça;90.154.237/0001-10;90.154.237;FORNECEDOR;Rocha;43.567.921/0001-43;REAL DONO;ONE;65 - DESCRIÇÃO NCM2;6541 - DESCRIÇÃO NCM4;OT;AMERICA DO SUL;TAIWAN;TOKYO;EUROPA;URUGUAI;RIO DE JANEIRO;1.38;NAO
07/03/2024;2024;3;NOV;IMPO;Jesus Aragão S.A.;64.987.130/0001-42;REAL DONO;Aparecida e Filhos;Leão S.A.;83.065.247/0001-13;AGENTE;Aragão;Aragão;57.618.034/0001-61;57.618.034;FORNECEDOR;da Cunha;15.820.679/0001-32;FORNECEDOR;CMA CGM;53 - DESCRIÇÃO NCM2;5356 - DESCRIÇÃO NCM4;FR;OCEANIA;JAPAO;TOKYO;EUROPA;ARGENTINA;ITAJAI;3.91;SIM
18/06/2024;2024;3;FEV;IMPO;Nogueira Nascimento e Filhos;52.387.910/0001-72;REAL DONO;Z;Souza - ME;81.427.395/0001-05;AGENTE;BCO;Lopes Pires S.A.;75.618.420/0001-35;75.618.420;FORNECEDOR;da Mata;47.983.260/0001-98;FORNECEDOR;COSCO;63 - DESCRIÇÃO NCM2;6386 - DESCRIÇÃO NCM4;REF;OCEANIA;TAIWAN;LOS ANGELES;ECSA;ALEMANHA;BUENOS AIRES;0.9;SIM
10/11/2024;2024;3;FEV;IMPO;Fogaça;65.137.489/0001-93;AGENTE;Z;Almeida;65.497.321/0001-99;AGENTE;da Rocha;da Rocha;63.189.057/0001-09;63.189.057;FORNECEDOR;Alves Pacheco S/A;82.734.905/0001-50;FORNECEDOR;ONE;25 - DESCRIÇÃO NCM2;2553 - DESCRIÇÃO NCM4;REF;OCEANIA;COREIA DO SUL;LOS ANGELES;ECSA;BRAZIL;MONTEVIDEU;1.69;NAO
29/06/2024;2024;1;OUT;IMPO;Pacheco S/A;94.827.156/0001-94;AGENTE;Z;Pires;95.281.437/0001-57;NVOCC;Cunha Ltda.;Cunha Ltda.;30.257.984/0001-51;30.257.984;REAL DONO;da Mata;74.926.831/0001-25;REAL DONO;COSCO;94 - DESCRIÇÃO NCM2;9473 - DESCRIÇÃO NCM4;OT;OCEANIA;ITALIA;NINGBO;EUROPA;ARGENTINA;RIO DE JANEIRO;4.62;SIM
20/02/2025;2025;2;SET;IMPO;Macedo;25.184.730/0001-10;AGENTE;Rezende Ramos Ltda.;Aragão;38.907.246/0001-14;AGENTE;Macedo;Macedo;98.461.250/0001-23;98.461.250;AGENTE;da Mota - ME;21.894.360/0001-54;FORNECEDOR;COSCO;25 - DESCRIÇÃO NCM2;2560 - DESCRIÇÃO NCM4;FR;AMERICA DO NORTE;EUA;BUSAN;AMERICA DO NORTE;ARGENTINA;PARANAGUA;1.43;SIM
05/06/2025;2025;1;JUN;IMPO;da Cruz;87.094.215/0001-05;AGENTE;Z;Marques e Filhos;59.287.361/0001-03;NVOCC;Moraes;Moraes;96.027.541/0001-82;96.027.541;REAL DONO;Monteiro - ME;15.260.837/0001-47;REAL DONO;YANG MING;16 - DESCRIÇÃO NCM2;1631 - DESCRIÇÃO NCM4;FR;OCEANIA;EUA;SHANGHAI;AMERICA DO NORTE;ARGENTINA;MONTEVIDEU;2.26;SIM
12/09/2024;2024;1;MAI;EXPO;Gonçalves;24.156.379/0001-91;REAL DONO;Camargo;Silva;05.489.237/0001-00;FORWARDER;Ferreira - EI;Ferreira - EI;50.763.294/0001-81;50.763.294;REAL DONO;Siqueira S.A.;90.846.231/0001-03;FORNECEDOR;CMA CGM;32 - DESCRIÇÃO NCM2;3223 - DESCRIÇÃO NCM4;OT;OCEANIA;COREIA DO SUL;NINGBO;AMERICA DO NORTE;EUA;MONTEVIDEU;2.08;SIM
21/05/2024;2024;1;DEZ;EXPO;Nunes - EI;78.120.356/0001-56;AGENTE;Rodrigues Ribeiro e Filhos;Oliveira;78.369.042/0001-91;FORWARDER;Fernandes;Fernandes;40.786.351/0001-94;40.786.351;FORNECEDOR;Nogueira Fonseca S.A.;60.952.743/0001-93;FORNECEDOR;MSC;4 - DESCRIÇÃO NCM2;424 - DESCRIÇÃO NCM4;REF;AMERICA DO SUL;ALEMANHA;LOS ANGELES;ASIA;ALEMANHA;MONTEVIDEU;4.22;NAO
18/08/2024;2024;3;AGO;EXPO;Barros da Cunha e Filhos;21.879.634/0001-36;REAL DONO;Z;das Neves;98.153.462/0001-43;FORWARDER;Marques;Marques;53.961.240/0001-19;53.961.240;FORNECEDOR;Brito Garcia Ltda.;75.296.810/0001-36;FORNECEDOR;MAERSK LINE;98 - DESCRIÇÃO NCM2;9811 - DESCRIÇÃO NCM4;FR;OCEANIA;EUA;SHANGHAI;ASIA;ALEMANHA;BUENOS AIRES;0.46;SIM
23/01/2024;2024;2;ABR;IMPO;Cavalcante - EI;92.145.867/0001-53;AGENTE;da Costa Cavalcante S/A;Duarte;76.428.150/0001-62;NVOCC;Andrade;Andrade;63.782.514/0001-66;63.782.514;REAL DONO;da Cunha Araújo - ME;49.870.251/0001-16;FORNECEDOR;MAERSK LINE;20 - DESCRIÇÃO NCM2;2036 - DESCRIÇÃO NCM4;REF;OCEANIA;COREIA DO SUL;SHANGHAI;EUROPA;BRAZIL;RIO DE JANEIRO;1.45;SIM
25/01/2024;2024;1;AGO;IMPO;Brito Andrade Ltda.;41.976.580/0001-34;REAL DONO;Sousa - EI;Cunha;56.873.190/0001-06;NVOCC;Barbosa Ltda.;Barbosa Ltda.;15.304.986/0001-60;15.304.986;REAL DONO;Gomes S.A.;81.729.360/0001-20;REAL DONO;COSCO;85 - DESCRIÇÃO NCM2;858 - DESCRIÇÃO NCM4;OT;AMERICA DO NORTE;JAPAO;TOKYO;AMERICA DO NORTE;URUGUAI;MONTEVIDEU;0.8;SIM
23/11/2024;2024;1;DEZ;IMPO;Guerra Alves S/A;87.314.960/0001-04;REAL DONO;Oliveira Lopes S.A.;Gomes Pacheco S.A.;48.573.029/0001-99;NVOCC;BCO;da Cunha Fogaça - ME;83.601.597/0001-57;83.601.597;REAL DONO;Cirino;14.586.907/0001-99;REAL DONO;CMA CGM;74 - DESCRIÇÃO NCM2;7479 - DESCRIÇÃO NCM4;DRY;AMERICA DO NORTE;JAPAO;NINGBO;ASIA;ARGENTINA;MONTEVIDEU;0.78;NAO
03/12/2024;2024;1;OUT;EXPO;Pacheco Almeida - ME;57.028.491/0001-04;FORNECEDOR;Sousa Ltda.;Fernandes Ltda.;41.375.968/0001-80;NVOCC;Cavalcante Câmara - EI;Cavalcante Câmara - EI;93.452.860/0001-47;93.452.860;FORNECEDOR;da Cunha - ME;43.981.065/0001-78;FORNECEDOR;MSC;1 - DESCRIÇÃO NCM2;180 - DESCRIÇÃO NCM4;ISO;OCEANIA;EUA;SHANGHAI;ECSA;EUA;ITAJAI;3.72;SIM
21/01/2024;2024;3;MAR;IMPO;Castro;36.950.217/0001-00;AGENTE;Dias;Pinto;09.167.428/0001-06;AGENTE;Cirino;Cirino;84.325.167/0001-12;84.325.167;REAL DONO;Oliveira e Filhos;83.527.194/0001-05;FORNECEDOR;ONE;62 - DESCRIÇÃO NCM2;6240 - DESCRIÇÃO NCM4;REF;FAR EAST / JAP / SE ASIA;EUA;TAIPEI;ECSA;BRAZIL;MONTEVIDEU;1.39;NAO
05/11/2024;2024;4;DEZ;EXPO;Novaes - ME;46.183.920/0001-93;AGENTE;Z;Vasconcelos;69.824.713/0001-76;FORWARDER;BCO;Gomes;41.873.205/0001-69;41.873.205;FORNECEDOR;Gonçalves Ltda.;03.258.197/0001-51;REAL DONO;COSCO;74 - DESCRIÇÃO NCM2;743 - DESCRIÇÃO NCM4;DRY;OCEANIA;ITALIA;SHANGHAI;AMERICA DO NORTE;ARGENTINA;RIO DE JANEIRO;1.09;SIM
01/03/2024;2024;4;DEZ;EXPO;Fernandes;23.067.185/0001-57;FORNECEDOR;Cavalcante Ltda.;Jesus;76.891.035/0001-20;NVOCC;da Cunha;da Cunha;39.407.562/0001-90;39.407.562;FORNECEDOR;Peixoto;23.418.650/0001-57;REAL DONO;CMA CGM;27 - DESCRIÇÃO NCM2;2757 - DESCRIÇÃO NCM4;ISO;AMERICA DO SUL;CHINA;TOKYO;ECSA;ALEMANHA;RIO DE JANEIRO;0.89;NAO
20/03/2024;2024;3;FEV;IMPO;Cardoso - EI;53.716.098/0001-44;FORNECEDOR;Lopes Almeida S/A;Campos;76.905.248/0001-63;FORWARDER;da Paz - EI;da Paz - EI;28.516.307/0001-69;28.516.307;REAL DONO;Fonseca;61.358.942/0001-30;FORNECEDOR;CMA CGM;29 - DESCRIÇÃO NCM2;2955 - DESCRIÇÃO NCM4;DRY;EUROPA;EUA;TOKYO;ECSA;ALEMANHA;PARANAGUA;3.36;SIM
09/01/2024;2024;2;DEZ;IMPO;Rios Andrade S/A;13.658.724/0001-79;REAL DONO;Andrade;Fonseca Silva S/A;65.397.042/0001-53;AGENTE;Sales;Sales;90.427.863/0001-32;90.427.863;FORNECEDOR;Freitas e Filhos;81.479.356/0001-51;FORNECEDOR;MAERSK LINE;38 - DESCRIÇÃO NCM2;3870 - DESCRIÇÃO NCM4;OT;OCEANIA;EUA;NINGBO;EUROPA;ARGENTINA;RIO DE JANEIRO;4.56;SIM
03/01/2025;2025;1;NOV;EXPO;Guerra Ferreira S/A;35.709.482/0001-38;FORNECEDOR;Moraes;Camargo S/A;45.719.328/0001-09;FORWARDER;Brito - ME;Brito - ME;21.359.476/0001-93;21.359.476;FORNECEDOR;Freitas e Filhos;18.304.675/0001-90;FORNECEDOR;YANG MING;21 - DESCRIÇÃO NCM2;2181 - DESCRIÇÃO NCM4;OT;FAR EAST / JAP / SE ASIA;JAPAO;BUSAN;AMERICA DO NORTE;EUA;ITAJAI;0.24;SIM
